SimulationNumber,Seed0
1927,3595226890
1928,1239930151
1929,1877731338
1930,1527602687
1931,3932101283
1932,3088278640
1933,3098960058
1934,1276128038
1935,2621668071
1936,2432689378
1937,4077241653
1938,2044620897
1939,1703596086
1940,2850445934
1941,4097772183
1942,4023653109
1943,579826069
1944,3146373188
1945,2077711671
1946,923161888
1947,1159259897
1948,133930531
1949,2318607086
1950,1126415507
1951,695844306
1952,2555840226
1953,3614342387
1954,220872170
1955,3635294032
1956,2131876797
1957,4102708730
1958,2563420524
1959,664311786
1960,1435566561
1961,2677192904
1962,3311042713
1963,2036833729
1964,457836020
1965,1479116872
1966,322714312
1967,1509853479
1968,3127546896
1969,1772934784
1970,2128119000
1971,3027632188
1972,2956665770
1973,2569619047
1974,1867569193
1975,1974317080
1976,1058288678
1977,326131490
1978,3518017666
1979,333999601
1980,3433465060
1981,10047595
1982,2983698603
1983,4156237234
1984,1168854493
1985,22564965
1986,2535021409
1987,442784267
1988,1550371090
1989,1351181924
1990,393341995
1991,3467886522
1992,3939831802
1993,4132182832
1994,587631548
1995,3393082384
1996,4081238345
1997,2965933624
1998,1915580214
1999,2238969328
2000,795139886
2001,372396043
2002,2327446845
2003,4115312207
2004,3749273815
2005,3257270610
2006,3144881927
2007,2744266718
2008,3464153748
2009,3260034128
2010,2829453014
2011,3110000100
2012,2973305205
2013,2736888783
2014,3647267525
2015,4211545287
2016,1072315928
2017,3879918033
2018,2102064216
2019,2777404683
2020,950087310
2021,2977164858
2022,4242001817
2023,221602280
2024,4054703980
2025,2877273625
2026,169336878
2027,189689119
2028,3030422281
2029,2526573583
2030,3973911238
2031,4292190608
2032,775565206
2033,2387171097
2034,2439306196
2035,2032421973
2036,3931992313
2037,1343701382
2038,145796877
2039,517640526
2040,2995397236
2041,3139722758
2042,1277104264
2043,827206514
2044,3970251439
2045,495132487
2046,4170663409
2047,1811456826
2048,4055593686
2049,3415967196
2050,2036734545
2051,3200027870
2052,3702445021
2053,235719027
2054,3627312038
2055,1954827234
2056,1370526097
2057,2243839418
2058,3560164841
2059,2768306790
2060,158946576
2061,2792447501
2062,2560959646
2063,1566362775
2064,987880418
2065,2408090219
2066,517830843
2067,2066145068
2068,330511457
2069,3801038978
2070,2990537508
2071,2277471402
2072,1459751847
2073,1894218713
2074,3112849590
2075,1737251798
2076,280703339
2077,2458558502
2078,1354161678
2079,3453054839
2080,2317097456
2081,2312416771
2082,3396130140
2083,2841787349
2084,1369031576
2085,3169066380
2086,2688182993
2087,2234104992
2088,3805245455
2089,1833165292
2090,2645112233
2091,3765249131
2092,1000553341
2093,1793174977
2094,104800566
2095,1984029410
2096,3737046185
2097,4253483553
2098,91351453
2099,1020154
2100,3756815094
2101,796600076
2102,2271767692
2103,1649112337
2104,4033265055
2105,4005443167
2106,3430747874
2107,300775290
2108,4286094374
2109,40739629
2110,1506295795
2111,226275356
2112,3295048637
2113,380291056
2114,1726280156
2115,161476925
2116,2061050100
2117,2060645099
2118,2695115448
2119,2494333199
2120,3752414647
2121,1166886635
2122,4226606318
2123,1710631288
2124,3299709193
2125,393845661
2126,1794294680
2127,1444700158
2128,1809714534
2129,2244202835
2130,3167891844
2131,3145083456
2132,1025540061
2133,14372528
2134,474482690
2135,2007084460
2136,1523090573
2137,1275617655
2138,1233682077
2139,3662841841
2140,1272633667
2141,3073278097
2142,1003337661
2143,2530201892
2144,180788888
2145,1190846895
2146,76767936
2147,3909876660
2148,4242235373
2149,193705934
2150,1837271624
2151,470159758
2152,1650670384
2153,1682038648
2154,2919062871
2155,534455235
2156,937393291
2157,4107774138
2158,4080052217
2159,3427338020
2160,3377326140
2161,1112322020
2162,384017322
2163,2527821179
2164,1793495749
2165,4219077414
2166,3775784375
2167,3797605694
2168,4057593133
2169,2580409687
2170,2007474186
2171,3881464893
2172,2634581836
2173,4248516833
2174,717405336
2175,3192676038
2176,4257036851
2177,279114499
2178,995022394
2179,1724773959
2180,4049002131
2181,3598434140
2182,2790211134
2183,990287157
2184,2610209652
2185,3567582450
2186,2201980396
2187,516851053
2188,990719305
2189,201628778
2190,758182113
2191,1649656632
2192,946981081
2193,157762472
2194,800746224
2195,4111444473
2196,3348289794
2197,3548526455
2198,1503776517
2199,3439279620
2200,248432388
2201,2704875573
2202,4162264110
2203,929104598
2204,3795831472
2205,2225911304
2206,3984665698
2207,2565272595
2208,4273096569
2209,2254993136
2210,746874428
2211,1117693818
2212,1701846505
2213,2212972962
2214,3256609457
2215,2109629265
2216,2989385789
2217,4279229584
2218,660977879
2219,3854458882
2220,3503976607
2221,1990205154
2222,963964901
2223,2675495692
2224,961289335
2225,3212084092
2226,2306287598
2227,149744728
2228,2546657608
2229,3843658307
2230,2491451277
2231,3694216548
2232,392932961
2233,1964655882
2234,3768665704
2235,1680061367
2236,1140743490
2237,1172351610
2238,556262363
2239,2047311388
2240,3817143944
2241,190596290
2242,4104491928
2243,3660143329
2244,3702809931
2245,152137897
2246,3476845064
2247,1413264846
2248,2814242855
2249,4001146392
2250,2365914372
2251,3157714314
2252,373605306
2253,1208564961
2254,1754293207
2255,1085119611
2256,1600685006
2257,21827621
2258,1115633991
2259,2988070138
2260,3107065732
2261,209523887
2262,2129770073
2263,2287510417
2264,348090821
2265,4132282404
2266,945679675
2267,470165167
2268,2934574028
2269,3841762075
2270,326979524
2271,4258354124
2272,3655905872
2273,264213617
2274,2126638119
2275,3792053548
2276,2064103647
2277,2216542525
2278,2544372060
2279,3893446770
2280,3541977785
2281,2453796162
2282,1493829175
2283,2843749415
2284,2912057185
2285,2335512615
2286,2429800282
2287,3712968652
2288,1146877676
2289,3152119072
2290,3773687045
2291,2238795991
2292,3424918674
2293,3728722255
2294,2828029095
2295,1053493339
2296,3653220704
2297,675772986
2298,3725000250
2299,688913199
2300,3042395816
2301,1434557196
2302,3594944874
2303,1025165868
2304,2995617112
2305,3994707636
2306,2921182377
2307,454553955
2308,2656915646
2309,3002142362
2310,3232893349
2311,812700347
2312,681203718
2313,3786602628
2314,3783311082
2315,4128817708
2316,3744539449
2317,1999178488
2318,125616114
2319,3775583262
2320,3546855958
2321,22098345
2322,553491849
2323,3521645215
2324,1439324522
2325,981937588
2326,3193343645
2327,3902842406
2328,690458526
2329,4810833
2330,3513141603
2331,2388782337
2332,3573989069
2333,3249726028
2334,2179557340
2335,1111057931
2336,27427110
2337,829499329
2338,1232819423
2339,361199116
2340,2649680941
2341,1402021530
2342,4214162544
2343,2404513000
2344,2713618448
2345,497545575
2346,1115847902
2347,1617894241
2348,2723033787
2349,38965695
2350,2319219543
2351,3516201324
2352,3349410466
2353,551683055
2354,459478341
2355,1216948690
2356,3268589981
2357,79146438
2358,2324722249
2359,1856460008
2360,4136019167
2361,3608294369
2362,1468329790
2363,1684276635
2364,2717090363
2365,770935118
2366,4003030237
2367,3237111844
2368,440275932
2369,3387900181
2370,4025365699
2371,746265491
2372,2954446687
2373,3310793187
2374,291357937
2375,4068613443
2376,1292628698
2377,714586303
2378,3041575952
2379,3311352331
2380,289268629
2381,3043293584
2382,2500403081
2383,2033984373
2384,1485556416
2385,248766485
2386,2666811865
2387,320810103
2388,196460538
2389,3661093073
2390,3743222065
2391,4252654861
2392,4181103295
2393,2903622318
2394,4161298716
2395,1915376331
2396,3219730083
2397,2781307642
2398,558716130
2399,2552910771
2400,3256715644
2401,1647602123
2402,105600006
2403,281862172
2404,95019914
2405,3528371232
2406,1389895301
2407,1597012846
2408,2098706510
2409,3516657567
2410,3308874674
2411,1084516810
2412,2934731321
2413,4421590
2414,1915137561
2415,682634721
2416,1175217581
2417,2012361441
2418,4282617116
2419,4055753219
2420,1830434768
2421,438918242
2422,1938692492
2423,3668803048
2424,702758950
2425,2263551246
2426,3413681014
2427,3547302684
2428,2979342492
2429,1281508426
2430,948198259
2431,3607545631
2432,353823873
2433,3319248558
2434,2922722253
2435,988073043
2436,2811104277
2437,564080074
2438,1173640730
2439,3728264898
2440,4083927888
2441,4137069949
2442,648788715
2443,134442423
2444,1856863835
2445,3140781020
2446,4052799508
2447,3906378030
2448,1802715087
2449,3682333540
2450,2742448058
2451,4142583891
2452,1707654917
2453,3264579218
2454,1177745336
2455,1899658692
2456,4226151810
2457,1339823610
2458,1758076160
2459,1377579577
2460,3840126843
2461,3111371685
2462,987647502
2463,3203345569
2464,915277756
2465,860535970
2466,133719871
2467,3728559088
2468,2798887704
2469,3070575383
2470,1582808587
2471,2416994065
2472,3712390414
2473,2025216491
2474,2032421071
2475,2333167130
2476,4158359111
2477,683955259
2478,796826029
2479,874890200
2480,3730708112
2481,391548508
2482,3335458100
2483,659956231
2484,3311084110
2485,1948599322
2486,3628316333
2487,2277854769
2488,3268573171
2489,76716230
2490,2689595778
2491,3422220636
2492,563692479
2493,1263441835
2494,139698868
2495,3916305943
2496,3955011387
2497,4155429241
2498,2648492930
2499,796539795
2500,3421101613
2501,1984692750
2502,2068122776
2503,5290717
2504,503834829
2505,2569796038
2506,537668880
2507,2608361341
2508,2944480491
2509,1063176019
2510,1848149731
2511,2398364168
2512,861247141
2513,968687535
2514,2111382520
2515,690740155
2516,275775294
2517,2798254805
2518,2499548149
2519,1399839220
2520,1155317876
2521,2535164289
2522,3425490263
2523,1860780615
2524,1332994442
2525,4227757119
2526,1955155660
2527,642443984
2528,49909831
2529,1995435796
2530,311157009
2531,2922538973
2532,1685747007
2533,1698853201
2534,2061321581
2535,4186303982
2536,2577068638
2537,3100483749
2538,1252681247
2539,2821724170
2540,2984924460
2541,3251544792
2542,3694197536
2543,4091594747
2544,3349434469
2545,3899051432
2546,170161543
2547,3110781706
2548,2063761621
2549,3217624754
2550,450671703
2551,626730536
2552,1039575440
2553,441489995
2554,4237683576
2555,2452016173
2556,612013727
2557,78888398
2558,2142708303
2559,2071704885
2560,2654958677
2561,903444571
2562,3017064083
2563,1486129824
2564,2403672777
2565,3332055975
2566,41965471
2567,4042584305
2568,1402140667
2569,311025504
2570,2223554561
2571,2294552800
2572,377383712
2573,3790452456
2574,1505931212
2575,354371485
2576,142606240
2577,3541260876
2578,337492083
2579,1536745113
2580,1704772501
2581,1383386214
2582,570009793
2583,4198186149
2584,2437569382
2585,862683225
2586,2961229485
2587,2977245305
2588,3438493681
2589,3528061070
2590,859638753
2591,176881769
2592,719332214
2593,2879283627
2594,449115440
2595,4086876007
2596,2733447114
2597,533520700
2598,3034290114
2599,3849241210
2600,135661445
2601,2554546184
2602,4021000965
2603,2648296520
2604,223214950
2605,2632575198
2606,2324850079
2607,1283490344
2608,3045391729
2609,4016661195
2610,3740783879
2611,4068839239
2612,3066980017
2613,2685663067
2614,3443395901
2615,3364774995
2616,1457927485
2617,2629628014
2618,3499647226
2619,2080475518
2620,344090630
2621,2838200778
2622,3843208275
2623,2375123151
2624,2351891331
2625,2566139269
2626,3510267193
2627,3366535189
2628,1942692249
2629,2065466238
2630,2764145154
2631,175037566
2632,2260882216
2633,704372411
2634,3142153065
2635,1883803661
2636,350598090
2637,3113106385
2638,259210229
2639,2548112395
2640,1061300310
2641,2792992267
2642,685239180
2643,2058487320
2644,3744281900
2645,2644591858
2646,941516921
2647,1413119122
2648,4191309366
2649,2019418861
2650,1446956387
2651,3196654252
2652,782190471
2653,3744493276
2654,3391729270
2655,1862535476
2656,2829128374
2657,187525407
2658,2139734322
2659,694378283
2660,2385268305
2661,89597893
2662,3088948113
2663,2805743314
2664,981205653
2665,1427280420
2666,4279221599
2667,2329927991
2668,4186704744
2669,2118607930
2670,2793127554
2671,350153627
2672,857028297
2673,1731994354
2674,2921558050
2675,947302844
2676,310089820
2677,1797013429
2678,131651518
2679,874362062
2680,1106739552
2681,3609715590
2682,1986950475
2683,748154672
2684,3729202013
2685,4126521044
2686,3123167390
2687,1786308537
2688,3189900220
2689,3634595863
2690,1827479955
2691,2700524324
2692,1485779459
2693,3158305499
2694,1593599339
2695,3297348989
2696,4241922579
2697,2168292283
2698,172267671
2699,2333457969
2700,3723871920
2701,2207595442
2702,2485391967
2703,2525691496
2704,1883838883
2705,126248185
2706,3114957940
2707,1698724705
2708,2090227199
2709,2603560675
2710,3751324225
2711,2567203150
2712,3868485025
2713,3405720483
2714,1811277573
2715,2813243686
2716,1188966313
2717,4261180146
2718,2544125298
2719,1219145913
2720,3918570741
2721,1542541948
2722,904787211
2723,1648610946
2724,2675621100
2725,2000650769
2726,2712530471
2727,3590584340
2728,3148696462
2729,1012719328
2730,565078882
2731,3332895513
2732,3074444807
2733,1740793955
2734,3904264943
2735,2584949213
2736,771733078
2737,2716740905
2738,1020240811
2739,1601372685
2740,4172110157
2741,2201665537
2742,777290102
2743,1773955364
2744,3669556036
2745,296923045
2746,2114317292
2747,1877611048
2748,1061849405
2749,418301429
2750,3739842363
2751,1739551100
2752,1912571502
2753,2546565133
2754,2211123703
2755,2488568038
2756,1542895576
2757,2845936723
2758,2546704513
2759,409145062
2760,702329669
2761,2800848016
2762,1679682426
2763,1340665688
2764,4163594232
2765,1713889307
2766,1108674625
2767,3685022882
2768,2820662500
2769,38785284
2770,1396680702
2771,2527212992
2772,3322041767
2773,2571456971
2774,562098103
2775,1703640739
2776,4165349676
2777,1018026902
2778,1949011246
2779,1007917342
2780,1013829002
2781,3795504137
2782,315666114
2783,1898480245
2784,729104653
2785,1421158991
2786,2232412105
2787,1927485020
2788,1447417609
2789,2875009867
2790,3560026973
2791,626019688
2792,1850647808
2793,1930303620
2794,1068219667
2795,2524944135
2796,2650617514
2797,4074134475
2798,3035585024
2799,1084598584
2800,717439551
2801,1542970229
2802,719919059
2803,1629332763
2804,157502584
2805,2600766570
2806,3162822564
2807,1532152494
2808,2851018724
2809,2291416267
2810,2038524068
2811,3357763888
2812,3625684464
2813,3029608055
2814,3460326955
2815,1917138743
2816,2514077851
2817,3711780206
2818,3729196750
2819,2397194117
2820,884081259
2821,2318877946
2822,480691132
2823,146835347
2824,1158565745
2825,4237814093
2826,245186177
2827,528155592
2828,2281355774
2829,992699684
2830,4022690835
2831,222036249
2832,168979228
2833,2748791808
2834,524458102
2835,965084194
2836,1942180037
2837,773138916
2838,4010962676
2839,380343354
2840,1357880132
2841,443708576
2842,2178556912
2843,2511141554
2844,178554061
2845,2955830283
2846,637129193
2847,1706729747
2848,4237544116
2849,2061142257
2850,4145153239
2851,2946209018
2852,21217066
2853,74645629
2854,4088000481
2855,1387835608
2856,2744999217
2857,4179423004
2858,3727680696
2859,2491563046
2860,1953092830
2861,1091886263
2862,2214468078
2863,2240813482
2864,2099580081
2865,1471685526
2866,2864160171
2867,2285974821
2868,599797587
2869,540055702
2870,128735615
2871,570005117
2872,1322549036
2873,616509747
2874,3026580815
2875,4036495281
2876,866953961
2877,3147776891
2878,2892370294
2879,697424903
2880,4165740529
2881,808953172
2882,403300480
2883,3138888694
2884,2888804103
2885,670718620
2886,1905892703
2887,1007433061
2888,3728642564
2889,4137543150
2890,760852565
2891,1096533166
2892,2974805793
2893,2841689280
2894,3599677750
2895,4203189366
2896,4057087193
2897,1607592362
2898,2934527945
2899,75230621
2900,2135349361
2901,1048604625
2902,2653633680
2903,3568590361
2904,3731918471
2905,3713466670
2906,2450750183
2907,3300765552
2908,130511435
2909,485802970
2910,3998394183
2911,3416691032
2912,2961494829
2913,3945691075
2914,2905602848
2915,2579598336
2916,926317714
2917,4041028894
2918,2829891535
2919,3551245965
2920,1691634740
2921,2864620847
2922,2797024324
2923,2478991720
2924,457813593
2925,1497112509
2926,2825424091
2927,684134337
2928,4292449265
2929,2598257343
2930,207069125
2931,1366278718
2932,4196931144
2933,3721325728
2934,1747656360
2935,4266349656
2936,3739857583
2937,3231652620
2938,3360320072
2939,388615924
2940,2435316300
2941,1239895198
2942,3171615208
2943,468622282
2944,3773195587
2945,2793926241
2946,1735769468
2947,3286469733
2948,1404596717
2949,3975743107
2950,2867291749
2951,1881935890
2952,3469671877
2953,3871378913
2954,3273989713
2955,3770513804
2956,3426583528
2957,1362345238
2958,1870816082
2959,3731899756
2960,3512571210
2961,1613500032
2962,516293975
2963,1275043837
2964,2338562869
2965,2787754438
2966,24733272
2967,1410386644
2968,1394085518
2969,2706725952
2970,1573940299
2971,2619207673
2972,1701548742
2973,2419951758
2974,2987008916
2975,1633890194
2976,1668844347
2977,2355788380
2978,1927124440
2979,2561885600
2980,1020244272
2981,2343707359
2982,1603104240
2983,1908767010
2984,976115627
2985,62994533
2986,314374105
2987,2521410826
2988,2591791970
2989,723463111
2990,2869952109
2991,2759842765
2992,2660690761
2993,3261359041
2994,1990691757
2995,2149396232
2996,1631167490
2997,2329434196
2998,3707989785
2999,4086569287
3000,2229439279
3001,3638556097
3002,2058070469
3003,3926615963
3004,110131828
3005,3495099612
3006,1465648281
3007,467800728
3008,1632927755
3009,639915140
3010,1712930785
3011,2261831983
3012,2491821348
3013,1056861134
3014,2291805483
3015,2047391459
3016,2610932494
3017,1693786154
3018,3285148591
3019,2359716182
3020,3491747141
3021,3207806765
3022,3084315121
3023,3073010027
3024,4103943034
3025,2238683562
3026,78308332
3027,3532152852
3028,840860054
3029,1850538602
3030,32482294
3031,3851358543
3032,2780882734
3033,306146420
3034,3857011835
3035,4100233614
3036,1045748504
3037,2811885347
3038,3981583050
3039,1632407602
3040,258846478
3041,846770499
3042,4013372180
3043,2058076300
3044,1510207957
3045,835621650
3046,435599137
3047,714388813
3048,2086803324
3049,2651505603
3050,1102846959
3051,2246631796
3052,1223519795
3053,2878040557
3054,1319800346
3055,3992626844
3056,3448969966
3057,2286040219
3058,2315680034
3059,2495084167
3060,1337056399
3061,384942185
3062,2621363619
3063,3082222237
3064,3075843729
3065,1717579777
3066,1170911152
3067,4195002956
3068,1776179843
3069,3535505497
3070,523496792
3071,2244039005
3072,778030538
3073,529237254
3074,2925378910
3075,3691162731
3076,779271753
3077,3435033638
3078,2255559564
3079,792787102
3080,3045330502
3081,1268210622
3082,459032887
3083,3407658224
3084,2436587433
3085,795550140
3086,1101928745
3087,3941716919
3088,4135739427
3089,1823331411
3090,2076812739
3091,373829493
3092,3461711622
3093,3503613749
3094,2363204992
3095,1604211883
3096,186455415
3097,2261296812
3098,2719364457
3099,482343470
3100,4086246266
3101,11098252
3102,2583903094
3103,2740125589
3104,3518389365
3105,2212660500
3106,3797637845
3107,2549228763
3108,979595144
3109,3409103897
3110,910725640
3111,2777151246
3112,2624143369
3113,750646231
3114,1765353849
3115,1549506168
3116,3607176828
3117,3890772649
3118,3865569863
3119,3306887319
3120,1517933263
3121,2390737968
3122,1017351321
3123,1097986906
3124,3352331556
3125,1297339971
3126,1180282929
3127,3143735959
3128,3533101586
3129,3655765603
3130,1819941947
3131,2883746982
3132,2867104969
3133,3476904792
3134,410321041
3135,3292763026
3136,2679455395
3137,642973641
3138,1940327392
3139,1820829110
3140,2519464177
3141,657060420
3142,721615534
3143,1010329136
3144,3164848610
3145,3733441643
3146,3705685217
3147,2031055520
3148,930890358
3149,2299345556
3150,411090896
3151,766419605
3152,101526959
3153,1341197092
3154,2757246606
3155,988899746
3156,2607449051
3157,885562822
3158,2348047519
3159,2740020746
3160,996205193
3161,1103307720
3162,1678928461
3163,2714485836
3164,2553256444
3165,251060664
3166,2133597437
3167,608916376
3168,4242506497
3169,1179141439
3170,586004258
3171,2564296966
3172,2985623124
3173,2902716049
3174,1736535874
3175,1901454889
3176,1839103349
3177,1914657404
3178,3082058918
3179,3111776168
3180,2973990640
3181,67951050
3182,4257412070
3183,1464970519
3184,551449275
3185,3516320045
3186,447147538
3187,2590807619
3188,3111011545
3189,1448379493
3190,2484152873
3191,3889199391
3192,1177511078
3193,3318389356
3194,341103597
3195,1137717283
3196,367899367
3197,2771498724
3198,3840520544
3199,2558729891
3200,824063874
3201,1723088968
3202,1388870279
3203,1576064352
3204,973481850
3205,1475580997
3206,1524697512
3207,2650663910
3208,298173123
3209,1900136204
3210,2229344816
3211,3572824891
3212,290393729
3213,2875921339
3214,3437505028
3215,300353963
3216,1003785754
3217,2749501599
3218,2319333524
3219,1164569351
3220,3779910885
3221,2546108103
3222,2795497009
3223,2921144386
3224,2289036277
3225,991403819
3226,1393002876
3227,1962192953
3228,1430232322
3229,817439061
3230,2875424581
3231,224793729
3232,4269796054
3233,1625543851
3234,2842577665
3235,1558833765
3236,2395661520
3237,4275556130
3238,3138120033
3239,1917068758
3240,1998042909
3241,1432670323
3242,258309383
3243,2493121173
3244,2415046443
3245,381253049
3246,4112969251
3247,4130322884
3248,752920396
3249,2727132636
3250,2963548446
3251,3242003758
3252,863003640
3253,732197174
3254,2301362383
3255,1758693993
3256,415222205
3257,1815435933
3258,1934328440
3259,3529631798
3260,3247696783
3261,5311499
3262,1492808336
3263,1292154255
3264,2855774091
3265,4214378119
3266,3416431571
3267,2039622146
3268,3982198415
3269,1642937885
3270,1007780076
3271,514661654
3272,1715048795
3273,4184005234
3274,654621799
3275,86012533
3276,4262684164
3277,3166164947
3278,3981438823
3279,3301111031
3280,2319098219
3281,1046497600
3282,3616505464
3283,2884321565
3284,2237497492
3285,399127635
3286,2678280133
3287,1104009621
3288,382786513
3289,3384013255
3290,3243861734
3291,3713798943
3292,548525216
3293,2613429236
3294,3547933455
3295,2176854475
3296,3358785061
3297,684205555
3298,3044035297
3299,271051260
3300,155307661
3301,505298723
3302,1301926368
3303,976492182
3304,1130059889
3305,1467480812
3306,1546774081
3307,1635993960
3308,376422740
3309,1487440641
3310,4024203226
3311,1026734840
3312,2378562504
3313,2189248960
3314,1312216906
3315,3544576834
3316,1705022643
3317,1201317565
3318,1920720278
3319,4047521433
3320,2579532995
3321,3750952401
3322,2214826294
3323,694771973
3324,3948758434
3325,3377029525
3326,2134441898
3327,2467833998
3328,4261286229
3329,2433422651
3330,3656842340
3331,1679515891
3332,895545833
3333,2152435723
3334,3996876014
3335,1705869872
3336,499789865
3337,2318133925
3338,3510919761
3339,2697024940
3340,1634764578
3341,2896112797
3342,3770870999
3343,2286989289
3344,3728275101
3345,3098484173
3346,3461423237
3347,606784578
3348,3393154895
3349,910457862
3350,1308586931
3351,3516440077
3352,347545672
3353,1385247118
3354,1730786708
3355,98328226
3356,745282113
3357,660527962
3358,2984792193
3359,960416674
3360,1486486993
3361,4111670477
3362,4190213907
3363,2461194193
3364,2752954111
3365,4006048009
3366,3532527128
3367,2470307777
3368,569189144
3369,2058811644
3370,3702324021
3371,1347450144
3372,3963211939
3373,2604343390
3374,2091915021
3375,597850944
3376,2603836525
3377,3858004303
3378,3284833077
3379,3561955565
3380,750926204
3381,1363787187
3382,2158504834
3383,4092234210
3384,1712244648
3385,3544210309
3386,628671512
3387,2861766284
3388,1578548340
3389,522963425
3390,292797831
3391,2053999508
3392,110861281
3393,2173715395
3394,580534808
3395,998800462
3396,4136547907
3397,343448748
3398,2360211387
3399,3336002571
3400,4148174623
3401,524136575
3402,1857564255
3403,2552459355
3404,1339240076
3405,4022018590
3406,2173862733
3407,3762843155
3408,1887688337
3409,1192938460
3410,453826363
3411,3656944062
3412,2752328069
3413,1428127
3414,927876956
3415,75968554
3416,2661110013
3417,2587946113
3418,2792592443
3419,1566796438
3420,652941778
3421,1659836702
3422,263494642
3423,2424256004
3424,3353345490
3425,823699361
3426,1974827785
3427,909482328
3428,249811585
3429,2081347965
3430,4272918282
3431,3239494321
3432,248165628
3433,2660722590
3434,2985153591
3435,1277130190
3436,4224868808
3437,1848284118
3438,1027270738
3439,732999560
3440,610956386
3441,320532628
3442,521344328
3443,3361653915
3444,1302556861
3445,1139830253
3446,433988466
3447,763500806
3448,2972810319
3449,2970476943
3450,267541243
3451,2654511712
3452,2187951363
3453,2719528707
3454,4280780390
3455,983094823
3456,3495975696
3457,999204964
3458,2642347366
3459,948340091
3460,1315349299
3461,746261724
3462,2679612211
3463,2816311715
3464,2263625851
3465,3642200485
3466,1830014182
3467,3110919857
3468,561396798
3469,3402016228
3470,3807936115
3471,1738596030
3472,1931810365
3473,2809234175
3474,835897340
3475,1521433058
3476,1579514374
3477,2257025178
3478,1778673755
3479,2068605909
3480,3554248205
3481,759724486
3482,3150849764
3483,1662490620
3484,3304139349
3485,4139585156
3486,47378941
3487,1067644086
3488,1787367809
3489,574682685
3490,2067357402
3491,1797790100
3492,82430197
3493,3394474725
3494,1115889230
3495,2500307604
3496,3265419913
3497,2924764630
3498,588881721
3499,814733175
3500,2299139494
3501,2658362244
3502,924284992
3503,1389423628
3504,52058324
3505,3583305689
3506,1035952369
3507,2702817772
3508,4191345876
3509,854081204
3510,3442575697
3511,277526500
3512,4121350316
3513,183108255
3514,2095317155
3515,1595187664
3516,471313378
3517,1141821936
3518,2353468091
3519,2774935946
3520,1951535806
3521,2144622484
3522,3626486067
3523,1142544127
3524,421261494
3525,640971380
3526,2096979737
3527,546318845
3528,644454083
3529,3713688097
3530,1394472499
3531,1045729903
3532,3166924539
3533,2799075921
3534,2044482279
3535,3481869538
3536,1614427880
3537,2637459164
3538,1694262707
3539,3691804572
3540,1973308837
3541,1685318185
3542,3371620372
3543,4106943017
3544,3831474572
3545,571853424
3546,4103131240
3547,438728895
3548,3379724304
3549,2829061239
3550,1354662280
3551,4049428904
3552,2955516032
3553,3474128001
3554,1879491131
3555,328207919
3556,1093802012
3557,1199875168
3558,3611515913
3559,3995689201
3560,165039929
3561,1086877695
3562,3873038267
3563,3355101415
3564,1982030612
3565,3543915803
3566,2736759498
3567,2127950582
3568,2831903521
3569,1659355911
3570,3844501434
3571,1933269717
3572,2734475463
3573,974805936
3574,2636824654
3575,3819904912
3576,286268347
3577,1935396694
3578,2226545495
3579,3790134444
3580,644970962
3581,453950020
3582,3167253919
3583,4244609963
3584,2199976384
3585,1903843414
3586,2921556068
3587,205431815
3588,178983756
3589,163302599
3590,364178936
3591,3204935766
3592,3076585514
3593,2830536064
3594,309599852
3595,3445124530
3596,306045335
3597,452550114
3598,52005527
3599,152775696
3600,4108142212
3601,2184331411
3602,3167574292
3603,1664708839
3604,1517203257
3605,1984047006
3606,1273610605
3607,4258839779
3608,1501963914
3609,4169339315
3610,3327111566
3611,4047213778
3612,2840565126
3613,3366578674
3614,795408923
3615,1524032050
3616,747793898
3617,1770088889
3618,422606084
3619,2360582916
3620,2835978589
3621,3567118325
3622,3282955615
3623,295119367
3624,1138365759
3625,1822341257
3626,89957925
3627,354840174
3628,352924639
3629,2210437487
3630,4156927195
3631,3860749648
3632,1268925662
3633,3360747143
3634,3303788287
3635,978575719
3636,2682909592
3637,4191848776
3638,1640418241
3639,2866248142
3640,883420081
3641,44786626
3642,521350704
3643,1096992547
3644,2641460605
3645,1119755075
3646,3327026765
3647,297444968
3648,2765547688
3649,4122423512
3650,2277630329
3651,2054090870
3652,180179133
3653,3847494398
3654,4159627633
3655,1383905033
3656,3430451348
3657,537874083
3658,1257661067
3659,2037258074
3660,4208940519
3661,489440001
3662,2585061749
3663,2087420684
3664,2501486260
3665,3952646303
3666,3212949854
3667,2236682127
3668,3486524703
3669,2647846175
3670,2819554171
3671,672756961
3672,550167050
3673,187843081
3674,1452847886
3675,475916560
3676,3986088871
3677,2570673553
3678,964716726
3679,408072136
3680,1598445208
3681,1614877159
3682,1855756090
3683,2362626893
3684,1887230075
3685,1669251065
3686,2632555480
3687,703016561
3688,4050479893
3689,1175924723
3690,1033767325
3691,3987093459
3692,521844436
3693,2903321771
3694,848129311
3695,2130509234
3696,3809313453
3697,54610032
3698,2773736311
3699,4262391700
3700,1227960290
3701,2883876985
3702,3504465439
3703,1361171677
3704,3699555958
3705,3776430118
3706,3635751408
3707,1109955339
3708,3946759400
3709,2336533422
3710,1083366929
3711,2731903124
3712,3242880396
3713,949459965
3714,1978002068
3715,4202184317
3716,3616356231
3717,3213459757
3718,3128843623
3719,2395789549
3720,3334816390
3721,775647894
3722,2818193643
3723,231319263
3724,762050762
3725,1374646527
3726,2340872789
3727,3234914965
